,Word,Count
1826,treat,178
633,organised,178
1089,downside,177
2327,lands,177
1533,basic,176
951,gives,176
2466,planned,176
545,broken,176
2403,changed,176
454,dining,175
1559,journey,175
424,visits,175
1482,hit,175
2149,third,174
2721,disneys,173
230,slot,173
2741,thinking,173
3186,sat,173
2022,gardens,172
2255,boat,172
404,rd,172
1601,play,171
1568,rush,171
5746,scary,170
1362,childrens,170
1090,height,170
720,headed,170
2021,plaza,169
1430,parts,169
3189,maintained,169
597,empty,168
908,style,168
1809,ridiculous,168
499,cheyenne,168
2425,served,168
1159,closes,167
1094,based,167
1928,october,167
1288,menu,166
2097,luggage,166
677,opportunity,166
340,states,166
430,stunning,165
189,filled,165
1470,honestly,165
2739,july,165
777,adventureland,165
521,turned,164
2748,childhood,164
438,dragon,164
1816,winter,164
615,monday,163
3580,autograph,162
2012,stars,162
904,purchased,162
411,coasters,161
1498,fries,161
495,spoke,160
2633,suitable,160
1515,name,160
872,returning,160
1873,boy,160
1717,wear,160
2753,burgers,159
4438,blue,159
2340,bar,159
2042,effort,159
4687,seats,158
2932,fully,158
2654,arrival,157
2920,type,157
715,exit,156
2180,selection,156
1330,machines,155
2017,sell,155
65,wheelchair,154
483,after,154
1608,somewhere,154
1165,aerosmith,154
1011,experiences,154
1727,tidy,154
301,hyperspace,154
2708,particular,154
889,sort,153
1029,buggy,153
2154,clearly,153
578,manage,153
1285,friend,152
2264,february,152
2267,mad,152
3166,december,152
2391,pavilion,152
1039,march,152
2404,buses,152
709,centre,152
1783,floor,151
1842,crazy,151
2177,easier,151
2565,sandwich,150
2689,stood,150
2176,waits,150
3067,pans,150
2412,stopped,150
2294,grown,150
1845,heard,149
2398,impressive,149
2189,middle,149
111,mansion,149
1167,crush,149
1126,notice,149
1180,seat,148
1468,exactly,148
1012,eyes,148
1236,skip,148
2329,range,148
1343,before,148
821,hrs,148
2456,interesting,147
1982,goofy,147
851,add,147
4631,weekends,147
425,original,147
478,majority,147
1998,express,146
3270,pushed,146
243,job,146
1306,over,145
2345,daily,145
47,june,145
1325,pool,145
2202,comparison,145
3632,offers,145
725,minimum,145
1716,feet,144
1812,january,144
1056,thank,144
1749,checked,144
4074,european,143
2884,level,143
1208,september,142
3905,fans,142
643,annoying,142
2905,safe,142
1053,drive,142
2420,toilet,142
2787,stage,142
1624,sun,141
1631,luckily,141
3161,purchase,141
1734,list,140
4234,parc,140
1112,language,140
288,absolute,139
1407,awful,139
886,rubbish,138
2260,cut,138
2597,picnic,138
1945,simple,138
1643,catch,137
1630,offered,137
1423,machine,137
1358,items,137
857,phone,137
1933,month,136
2320,november,136
923,superb,136
2331,location,135
5460,store,135
1547,incredibly,135
4029,alone,135
828,unique,135
1296,happened,135
2610,activities,135
599,autopia,135
1175,guest,135
2693,important,134
2307,word,134
1910,explore,134
1249,chicken,134
262,highlights,133
563,fairly,133
1254,earth,133
4810,cups,133
1001,future,133
1425,flying,133
428,sister,133
