,Terms,% Freq in Thesis
89605,hong kong,0.5295111739274274
102831,kong disneyland,0.16099610610844856
108947,lion king,0.16099610610844856
181510,space mountain,0.14111289396316054
94691,in hong,0.13474254444088382
88178,hk disneyland,0.12122968181787254
135692,one day,0.12026447734480031
193407,theme park,0.11003330993023464
202279,toy story,0.10926114635177685
216689,we went,0.1086820236679335
224097,year old,0.10057430609412674
218719,went on,0.09980214251566896
49382,disneyland in,0.09690652909645225
47856,disney characters,0.09555524283415112
114405,main street,0.09478307925569335
126499,mystic manor,0.09188746583647664
178765,small world,0.08571015720881435
95055,in park,0.08165629842191097
115045,make sure,0.07972588947576649
131018,not miss,0.07779548052962203
102014,king show,0.07721635784577868
79975,go on,0.07702331695116424
186846,story land,0.07451378532117643
51026,do not,0.07200425369118862
48417,disney parks,0.07181121279657418
94675,in hk,0.07161817190195974
132560,ocean park,0.0681434357988997
135127,on rides,0.06737127222044191
220042,whole day,0.06737127222044191
83447,grizzly gulch,0.06544086327429743
95010,in one,0.0648617405904541
94378,in disneyland,0.06466869969583965
43222,day out,0.06351045432815297
119594,mickey mouse,0.06331741343353853
94337,in day,0.06331741343353853
129119,night parade,0.059070513752020694
43243,day pass,0.05887747285740625
71561,first time,0.05868443196279181
48244,disney land,0.05771922748971957
68213,fast pass,0.057333145700490674
82619,great day,0.057333145700490674
49345,disneyland hong,0.05714010480587623
83086,great time,0.05636794122741844
97853,iron man,0.055788818543575106
48413,disney park,0.055595777648960655
143561,park in,0.05482361407050287
130373,not big,0.05424449138665953
54398,easy get,0.052700164229743954
143782,park not,0.05154191886205727
166788,roller coaster,0.049225428126683915
