,Terms,% Freq in Thesis
232818,place on earth,0.22500759098057288
125518,happiest place on,0.20992976271898808
33147,big thunder mountain,0.14033978612705833
148192,it small world,0.1032251319446958
129858,hong kong disneyland,0.08582763779671336
323084,wait in line,0.07770880719432156
331152,we went on,0.0753891413079239
141153,in one day,0.07306947542152624
139564,in hong kong,0.07306947542152624
324139,waiting in line,0.07190964247832742
73478,disney world in,0.07074980953512858
114785,get on rides,0.06031131304633912
100241,fast pass system,0.06031131304633912
144920,indiana jones ride,0.05799164715994146
282606,stand in line,0.05799164715994146
56619,could not get,0.05799164715994146
118246,go on rides,0.05799164715994146
341254,would not recommend,0.05799164715994146
325495,walt disney world,0.052192482443947315
114107,get fast pass,0.052192482443947315
282920,standing in line,0.04987281655754966
62825,day park hopper,0.04987281655754966
325486,walt disney studios,0.047553150671152
252683,ride broke down,0.046393317727953166
341206,would not go,0.046393317727953166
204754,on main street,0.046393317727953166
254848,rides broke down,0.04523348478475434
40311,california adventure park,0.04523348478475434
342890,year old daughter,0.04407365184155551
342987,year old son,0.04407365184155551
323834,waited in line,0.04407365184155551
330936,we visited disneyland,0.04291381889835668
331139,we went in,0.04291381889835668
139197,in front us,0.041753985955157856
318224,use fast pass,0.041753985955157856
230770,peter pan ride,0.040594153011959025
228839,people in park,0.040594153011959025
45702,characters walking around,0.039434320068760194
321720,visited disneyland paris,0.039434320068760194
77037,do not miss,0.03827448712556136
172775,many rides closed,0.03827448712556136
52603,come back later,0.03827448712556136
194415,not go back,0.03711465418236254
329220,we ended up,0.03595482123916371
172645,many people in,0.03595482123916371
140443,in long lines,0.03595482123916371
338849,world in orlando,0.03595482123916371
74553,disneyland in california,0.03595482123916371
320775,visit disneyland paris,0.034794988295964877
73904,disneyland california adventure,0.033635155352766045
